study,Reference,Case,Location ,Location2,coordinate 1,coordinate 2,Region,Climate,Mean annual precipitation (mm),MAP (2001-2009),NDVI aster,NDVI,Soilwet,part of the gradient,gradient 2,Study type,Performance estimator,Performance estimator2,SGH test?,Study mechanism?,suggested mechanism,Neighbor life-form1,Neighbor life-form2,Neighbor life-form3,Neighbor species,Target life-form1,Target life-form2,Target life-form3,Target life-form4,Target species,Target ontogenetic phase1,Target ontogenetic phase2,Balance interaction,OBS,Main Hypothesis or Question,data usable for Meta?,ask the authors?,DATA META,MEANc,MEANe,SDc,SDe,Nc,Ne,SEc,SEe
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.06,South Africa,,,,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,richness (winter),richness,,,,shrub,shrub ,wood,Eriocephalus africanus,all,several,several,several,all,seedlings,young,negative,,,NO not provide desviation,YES,NO,,,,,,,,
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.07,South Africa,,,,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,richness (winter),richness,,,,shrub,shrub ,wood,Tthonna floribunda,all,several,several,several,all,seedlings,young,neutral,,,NO not provide desviation,YES,NO,,,,,,,,
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.08,South Africa,,,,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,richness (winter),richness,,,,shrub,shrub ,wood,Salvia africana-lutea,all,several,several,several,all,seedlings,young,negative,,,NO not provide desviation,YES,NO,,,,,,,,
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.09,South Africa,,,,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,richness (winter),richness,,,,shrub,shrub ,wood,Tripteris oppositifoilia,all,several,several,several,all,seedlings,young,negative,,,NO not provide desviation,YES,NO,,,,,,,,
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.10,South Africa,,,,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,richness (winter),richness,,,,shrub,shrub ,wood,Zygophyllum morgsana,all,several,several,several,all,seedlings,young,neutral,,,NO not provide desviation,YES,NO,,,,,,,,
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.11,South Africa,,,,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,abundance (density - spring),abundance,,,,shrub,shrub ,wood,Eriocephalus africanus,all,several,several,several,all,seedlings,young,neutral,,,NO not provide desviation,YES,NO,,,,,,,,
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.12,South Africa,,,,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,abundance (density - spring),abundance,,,,shrub,shrub ,wood,Tthonna floribunda,all,several,several,several,all,seedlings,young,neutral,,,NO not provide desviation,YES,NO,,,,,,,,
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.13,South Africa,,,,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,abundance (density - spring),abundance,,,,shrub,shrub ,wood,Salvia africana-lutea,all,several,several,several,all,seedlings,young,neutral,,,NO not provide desviation,YES,NO,,,,,,,,
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.14,South Africa,,,,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,abundance (density - spring),abundance,,,,shrub,shrub ,wood,Tripteris oppositifoilia,all,several,several,several,all,seedlings,young,neutral,,,NO not provide desviation,YES,NO,,,,,,,,
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.15,South Africa,,,,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,abundance (density - spring),abundance,,,,shrub,shrub ,wood,Zygophyllum morgsana,all,several,several,several,all,seedlings,young,negative,,,NO not provide desviation,YES,NO,,,,,,,,
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.16,South Africa,,,,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,richness (spring),richness,,,,shrub,shrub ,wood,Eriocephalus africanus,all,several,several,several,all,seedlings,young,neutral,,,NO not provide desviation,YES,NO,,,,,,,,
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.17,South Africa,,,,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,richness (spring),richness,,,,shrub,shrub ,wood,Tthonna floribunda,all,several,several,several,all,seedlings,young,neutral,,,NO not provide desviation,YES,NO,,,,,,,,
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.18,South Africa,,,,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,richness (spring),richness,,,,shrub,shrub ,wood,Salvia africana-lutea,all,several,several,several,all,seedlings,young,negative,,,NO not provide desviation,YES,NO,,,,,,,,
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.19,South Africa,,,,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,richness (spring),richness,,,,shrub,shrub ,wood,Tripteris oppositifoilia,all,several,several,several,all,seedlings,young,negative,,,NO not provide desviation,YES,NO,,,,,,,,
55,"De Villiers AJ, Van Rooyen MW, Theron GK, 2001",55.20,South Africa,,,,temperate,NA,282,192,,3.3,3600,open shrub,2,pattern,richness (spring),richness,,,,shrub,shrub ,wood,Zygophyllum morgsana,all,several,several,several,all,seedlings,young,neutral,,,NO not provide desviation,YES,NO,,,,,,,,
56,"Gagne JM, Houle G, 2001",56.01,"Quebec, Canada",,55°17'N,77°45'W,subartic,NA,650,680,0.116,3.3,5781,embryo dunes,1,pattern,abundance (density 1996),abundance,no,somewhat,"The total N is higher but there is no difference for N, K, soil organic C and soil moisture, and the salinity and sand accumulation is higher. The auhors suggest the the positive efect over ferquency is mostly through seed retention.",forb,herb,non-wood,Honckenya peploides,grass,grass,herb,non-wood,Leymus mollis,seedlings,young,neutral,,They examined the effect of mature H. peploides on L. mollis seedlings recruitment and differences in abiotic conditions on embryo dunes (formed by H. peploides) and besides them,"No, pseureplica pois há dois ano de medida. So ficou o ultimo",NA,NO,0.039,0.19,0.20,0.51,26,26,0.04,0.1
56,"Gagne JM, Houle G, 2001",56.02,"Quebec, Canada",,,,subartic,NA,650,680,0.116,3.3,5781,embryo dunes,1,pattern,abundance (density 1997),abundance,,,,forb,herb,non-wood,Honckenya peploides,grass,grass,herb,non-wood,Leymus mollis,seedlings,young,neutral,,,YES,NA,YES,0.038,0.809,0.00,2.61,26,26,0,0.511
56,"Gagne JM, Houle G, 2001",56.04,"Quebec, Canada",,,,subartic,NA,650,680,0.116,3.3,5781,embryo dunes,1,pattern,biomass (total 1996),growth,,,,forb,herb,non-wood,Honckenya peploides,grass,grass,herb,non-wood,Leymus mollis,seedlings,young,neutral,,,"No, pseudoreplica, just the last year",NA,NO,20.6,17.6,9.19,5.66,50,50,1.3,0.8
56,"Gagne JM, Houle G, 2001",56.05,"Quebec, Canada",,,,subartic,NA,650,680,0.116,3.3,5781,embryo dunes,1,pattern,biomass (total 1997),growth,,,,forb,herb,non-wood,Honckenya peploides,grass,grass,herb,non-wood,Leymus mollis,seedlings,young,neutral,,,YES,NA,YES,18.1,17.5,7.07,5.66,50,50,1,0.8
59,"Shumway SW, 2000",59.01,"Massachusetts, USA",,41°54'N,69°58'W,temperate,NA,NA,1049,0.114,7.1,6498,primary dunes (open shrub),2,pattern,(abundance) density,abundance,no,yes,Shading and nutrients availability (soil nitrogen),shrub,shrub ,wood,Myrica pensylvanica,grass,grass,herb,non-wood,Ammophila breviligulata,adult,adult,positive,,"He hypothesize that the shrub Myrica faciitates survival, growth and reproductive output of two herbaceous species. Possible mechanisms for the proposal facilitation may include decreased physiological stress due to shading by shrubs canopies and increased nutrient availability beneath shrubs",YES,NA,YES,12.85,15.8,4.92,3.94,20,20,1.1,0.88
59,"Shumway SW, 2000",59.02,"Massachusetts, USA",,,,temperate,NA,NA,1049,0.114,7.1,6498,primary dunes (open shrub),2,pattern,(abundance) density,abundance,,,,shrub,shrub ,wood,Myrica pensylvanica,forb,forb,herb,non-wood,Solidago sempervirens,adult,adult,neutral,,,YES,NA,YES,2.35,2.00,1.12,1.70,20,20,0.25,0.38
59,"Shumway SW, 2000",59.03,"Massachusetts, USA",,,,temperate,NA,NA,1049,0.114,7.1,6498,primary dunes (open shrub),2,pattern,reprodutive (flowering stems),reproductive,,,,shrub,shrub ,wood,Myrica pensylvanica,grass,grass,herb,non-wood,Ammophila breviligulata,adult,adult,positive,,,YES,NA,YES,0.2,1.55,0.49,1.48,20,20,0.11,0.33
59,"Shumway SW, 2000",59.04,"Massachusetts, USA",,,,temperate,NA,NA,1049,0.114,7.1,6498,primary dunes (open shrub),2,pattern,reprodutive (flowering stems),reproductive,,,,shrub,shrub ,wood,Myrica pensylvanica,forb,forb,herb,non-wood,Solidago sempervirens,adult,adult,positive,,,YES,NA,YES,0.25,1.25,0.54,1.25,20,20,0.12,0.28
59,"Shumway SW, 2000",59.05,"Massachusetts, USA",,,,temperate,NA,NA,1049,0.114,7.1,6498,primary dunes (open shrub),2,pattern,abundace (density),abundance,,,,shrub,shrub ,wood,Myrica pensylvanica,grass,grass,herb,non-wood,Ammophila breviligulata,seedling,young,neutral,,,YES,NA,YES,12.68,9.24,29,28,25,25,5.82,5.61
59,"Shumway SW, 2000",59.06,"Massachusetts, USA",,,,temperate,NA,NA,1049,0.114,7.1,6498,primary dunes (open shrub),2,pattern,abundace (density),abundance,,,,shrub,shrub ,wood,Myrica pensylvanica,forb,forb,herb,non-wood,Solidago sempervirens,seedling,young,positive,,,YES,NA,YES,0.16,22.1,0,32,25,25,0.09,6.35
59,"Shumway SW, 2000",59.07,"Massachusetts, USA",,,,temperate,NA,NA,1049,0.114,7.1,6498,primary dunes (open shrub),2,pattern,growth (total biomass),growth,,,,shrub,shrub ,wood,Myrica pensylvanica,grass,grass,herb,non-wood,Ammophila breviligulata,flowering individuals,adult,positive,,,YES,NA,YES,2,4.34,0.82,1.83,10,10,0.26,0.58
59,"Shumway SW, 2000",59.08,"Massachusetts, USA",,,,temperate,NA,NA,1049,0.114,7.1,6498,primary dunes (open shrub),2,pattern,growth (total biomass),growth,,,,shrub,shrub ,wood,Myrica pensylvanica,forb,forb,herb,non-wood,Solidago sempervirens,flowering individuals,adult,positive,,,YES,NA,YES,5.65,22.07,1.90,12.97,10,10,0.6,4.1
59,"Shumway SW, 2000",59.11,"Massachusetts, USA",,,,temperate,NA,NA,1049,0.114,7.1,6498,primary dunes (open shrub),2,experimental,growth (total biomass),growth,,,,shrub,shrub ,wood,Myrica pensylvanica,forb,forb,herb,non-wood,Solidago sempervirens,adults,adult,positive,,,YES,NA,YES,2.5,3.6,0.57,0.85,8,8,0.2,0.3
64,"Houle G, 1997",64.01,"Quebec, Canada",,55°17'N,77°46'W,subartic,NA (1992),650,752,,3.0,6684,foredune,1,experimental,biomass (total),growth,rejected,no,NA,grass,herb,non-wood,Elymus mollis,forb,forb,herb,non-wood,Honckenya peploides,adults,adult,neutral,,SGH,"NO, because the author only provide the data along the gradient (15 levels), altought any interaction between neighbor and distance was identified. Solution: ask data with distance pooled. Beyond that that is two years and since it is the first it was exc",I don't know,NO,,,,,,,,
64,"Houle G, 1997",64.02,"Quebec, Canada",,,,subartic,NA (1992),650,752,,3.0,6684,foredune,1,experimental,reprodutive (reprodutive structure biomass/total above biomass),reproductive,,,,grass,herb,non-wood,Elymus mollis,forb,forb,herb,non-wood,Honckenya peploides,adults,adult,neutral,,,"NO, because the author only provide the data along the gradient (15 levels), altought any interaction between neighbor and distance was identified. Solution: ask data with distance pooled. Beyond that that is two years and since it is the first it was excluded",I don't know,NO,,,,,,,,
64,"Houle G, 1997",64.03,"Quebec, Canada",,,,subartic,NA (1992),650,752,,3.0,6684,foredune,1,experimental,biomass (total),growth,,,,grass,herb,non-wood,Elymus mollis,forb,forb,herb,non-wood,Lathyrus japonicus,adults,adult,neutral,,,"NO, because the author only provide the data along the gradient (15 levels), altought any interaction between neighbor and distance was identified. Solution: ask data with distance pooled. Beyond that that is two years and since it is the first it was exc",I don't know,NO,,,,,,,,
64,"Houle G, 1997",64.04,"Quebec, Canada",,,,subartic,NA (1992),650,752,,3.0,6684,foredune,1,experimental,reprodutive (reprodutive structure biomass/total above biomass),reproductive,,,,grass,herb,non-wood,Elymus mollis,forb,forb,herb,non-wood,Lathyrus japonicus,adults,adult,positive,,,"NO, because the author only provide the data along the gradient (15 levels), altought any interaction between neighbor and distance was identified. Solution: ask data with distance pooled.",I don't know,NO,,,,,,,,
64,"Houle G, 1997",64.05,"Quebec, Canada",,,,subartic,NA (1992),650,752,,3.0,6684,foredune,1,experimental,biomass (total),growth,,,,forb,herb,non-wood,Lathyrus japonicus,forb,forb,herb,non-wood,Honckenya peploides,adults,adult,neutral,,,"NO, because the author only provide the data along the gradient (15 levels), altought any interaction between neighbor and distance was identified. Solution: ask data with distance pooled. Beyond that that is two years and since it is the first it was exc",I don't know,NO,,,,,,,,
64,"Houle G, 1997",64.06,"Quebec, Canada",,,,subartic,NA (1992),650,752,,3.0,6684,foredune,1,experimental,reprodutive (reprodutive structure biomass/total above biomass),reproductive,,,,forb,herb,non-wood,Lathyrus japonicus,forb,forb,herb,non-wood,Honckenya peploides,adults,adult,neutral,,,"NO, because the author only provide the data along the gradient (15 levels), altought any interaction between neighbor and distance was identified. Solution: ask data with distance pooled.",I don't know,NO,,,,,,,,
64,"Houle G, 1997",64.07,"Quebec, Canada",,,,subartic,NA (1992),650,752,,3.0,6684,foredune,1,experimental,biomass (total),growth,,,,forb,herb,non-wood,Lathyrus japonicus,grass,grass,herb,non-wood,Elymus mollis,adults,adult,neutral,,,"NO, because the author only provide the data along the gradient (15 levels), altought any interaction between neighbor and distance was identified. Solution: ask data with distance pooled. Beyond that that is two years and since it is the first it was exc",I don't know,NO,,,,,,,,
64,"Houle G, 1997",64.08,"Quebec, Canada",,,,subartic,NA (1993),650,752,,3.0,6684,foredune,1,experimental,reprodutive (reprodutive structure biomass/total above biomass),reproductive,,,,forb,herb,non-wood,Lathyrus japonicus,grass,grass,herb,non-wood,Elymus mollis,adults,adult,neutral,,,"NO, because the author only provide the data along the gradient (15 levels), altought any interaction between neighbor and distance was identified. Solution: ask data with distance pooled.",I don't know,NO,,,,,,,,
64,"Houle G, 1997",64.09,"Quebec, Canada",,,,subartic,NA (1993),650,752,,3.0,6684,foredune,1,experimental,biomass (total),growth,,,,grass,herb,non-wood,Elymus mollis,forb,forb,herb,non-wood,Honckenya peploides,adults,adult,neutral,,,"NO, because the author only provide the data along the gradient (15 levels), altought any interaction between neighbor and distance was identified. Solution: ask data with distance pooled.",I don't know,NO,,,,,,,,
64,"Houle G, 1997",64.10,"Quebec, Canada",,,,subartic,NA (1993),650,752,,3.0,6684,foredune,1,experimental,reprodutive (reprodutive structure biomass/total above biomass),reproductive,,,,grass,herb,non-wood,Elymus mollis,forb,forb,herb,non-wood,Honckenya peploides,adults,adult,positive,,,"NO, because the author only provide the data along the gradient (15 levels), altought any interaction between neighbor and distance was identified. Solution: ask data with distance pooled.",I don't know,NO,,,,,,,,
64,"Houle G, 1997",64.11,"Quebec, Canada",,,,subartic,NA (1993),650,752,,3.0,6684,foredune,1,experimental,biomass (total),growth,,,,grass,herb,non-wood,Elymus mollis,forb,forb,herb,non-wood,Lathyrus japonicus,adults,adult,neutral,,,"NO, because the author only provide the data along the gradient (15 levels), altought any interaction between neighbor and distance was identified. Solution: ask data with distance pooled.",I don't know,NO,,,,,,,,
64,"Houle G, 1997",64.12,"Quebec, Canada",,,,subartic,NA (1993),650,752,,3.0,6684,foredune,1,experimental,reprodutive (reprodutive structure biomass/total above biomass),reproductive,,,,grass,herb,non-wood,Elymus mollis,forb,forb,herb,non-wood,Lathyrus japonicus,adults,adult,neutral,,,"NO, because the author only provide the data along the gradient (15 levels), altought any interaction between neighbor and distance was identified. Solution: ask data with distance pooled.",I don't know,NO,,,,,,,,
64,"Houle G, 1997",64.13,"Quebec, Canada",,,,subartic,NA (1993),650,752,,3.0,6684,foredune,1,experimental,biomass (total),growth,,,,forb,herb,non-wood,Honckenya peploides,grass,grass,herb,non-wood,Elymus mollis,adults,adult,neutral,,,"NO, because the author only provide the data along the gradient (15 levels), altought any interaction between neighbor and distance was identified. Solution: ask data with distance pooled.",I don't know,NO,,,,,,,,
64,"Houle G, 1997",64.14,"Quebec, Canada",,,,subartic,NA (1993),650,752,,3.0,6684,foredune,1,experimental,reprodutive (reprodutive structure biomass/total above biomass),reproductive,,,,forb,herb,non-wood,Honckenya peploides,grass,grass,herb,non-wood,Elymus mollis,adults,adult,neutral,,,"NO, because the author only provide the data along the gradient (15 levels), altought any interaction between neighbor and distance was identified. Solution: ask data with distance pooled.",I don't know,NO,,,,,,,,
64,"Houle G, 1997",64.15,"Quebec, Canada",,,,subartic,NA (1993),650,752,,3.0,6684,foredune,1,experimental,biomass (total),growth,,,,forb,herb,non-wood,Honckenya peploides,forb,forb,herb,non-wood,Lathyrus japonicus,adults,adult,neutral,,,"NO, because the author only provide the data along the gradient (15 levels), altought any interaction between neighbor and distance was identified. Solution: ask data with distance pooled.",I don't know,NO,,,,,,,,
64,"Houle G, 1997",64.16,"Quebec, Canada",,,,subartic,NA (1993),650,752,,3.0,6684,foredune,1,experimental,reprodutive (reprodutive structure biomass/total above biomass),reproductive,,,,forb,herb,non-wood,Honckenya peploides,forb,forb,herb,non-wood,Lathyrus japonicus,adults,adult,neutral,,,"NO, because the author only provide the data along the gradient (15 levels), altought any interaction between neighbor and distance was identified. Solution: ask data with distance pooled.",I don't know,NO,,,,,,,,
69,"Grau, Oriol; Rautio, Pasi; Heikkinen, Juliana; Saravesi, Karita; Kozlov, Mikhail V.; Markkola, Annamari, 2010",69.1,Hailuoto,Finland,65° 02' N,24° 37' E,artic,,,,,,,early stage,1,pattern,density (m2),abundance,yes,somewhat (correlative),association with ectomycorrhizal,shrub,shrub,wood,Empetrum nigrum ssp. hermaphroditum,tree,tree,tree,wood,Pinus sylvestris,seedling,young,,,,YES,NO,YES,0.04,4.57,36.87,28.35,234,156,2.41,2.27
69,"Grau, Oriol; Rautio, Pasi; Heikkinen, Juliana; Saravesi, Karita; Kozlov, Mikhail V.; Markkola, Annamari, 2010",69.2,Hailuoto,Finland,65° 02' N,24° 37' E,artic,,,,,,,mid stage,2,pattern,density (m2),abundance,yes,somewhat (correlative),association with ectomycorrhizal,shrub,shrub,wood,Empetrum nigrum ssp. hermaphroditum,tree,tree,tree,wood,Pinus sylvestris,seedling,young,,,,YES,NO,YES,5.27,15.27,30.75,27.92,199,191,2.18,2.02
69,"Grau, Oriol; Rautio, Pasi; Heikkinen, Juliana; Saravesi, Karita; Kozlov, Mikhail V.; Markkola, Annamari, 2010",69.3,Hailuoto,Finland,65° 02' N,24° 37' E,artic,,,,,,,forest,3,pattern,density (m2),abundance,yes,somewhat (correlative),association with ectomycorrhizal,shrub,shrub,wood,Empetrum nigrum ssp. hermaphroditum,tree,tree,tree,wood,Pinus sylvestris,seedling,young,,,,"No, because they did not provide the exact sample size for it site","Yes, email sent on 29 Jun 2013",,4.35,1,31.42,32.40,195,195,2.25,2.32
79,"Garbin, Mario Luis; Carrijo, Tatiana Tavares; Barreto Sansevero, Jeronimo Boelsums; Sanchez-Tapia, Andrea; Scarano, Fabio Rubio, 2012",79.01,Rio de Janeiro,Brazil,22°23'S,41°45'W,tropical,,1200,,,,,open Clusia scrub,2,pattern,abundance,abundance,no,no,NA,trees and shrubs,mix,wood,several,liana,liana,liana,both,several,several,all (less seeds),,,,"NO, because there isn't with and without neighbor.",NO,NO,,,,,,,,
89,"Doxford, Simon W.; Ooi, Mark K. J.; Freckleton, Robert P., 2013",89.01,Aveiro,Portugal,"40° 19' 12"" N","08° 50' 59"" W",temperate,,86,,,,,grey dune (no perennials),1,experimental,density (0.2x0.2m plots),abundance,yes,no,NA,moss and lichen,moss and lichen,non-wood,several (such as Cladonia spp. Racomitrium spp. And Hyphum spp.),winter annuals,herb,herb,non-wood,several,all (less seeds),all (less seeds),,,,"No, because they did not provide the exact sample size for it site","Yes, email sent on 29 Jun 2013",,,,,,,,,
89,"Doxford, Simon W.; Ooi, Mark K. J.; Freckleton, Robert P., 2013",89.02,Viana do castelo,Portugal,"41° 38' 59"" N","08° 49' 12"" W",temperate,,129,,,,,grey dune (no perennials),1,experimental,density (0.2x0.2m plots),abundance,yes,no,NA,moss and lichen,moss and lichen,non-wood,several (such as Cladonia spp. Racomitrium spp. And Hyphum spp.),winter annuals,herb,herb,non-wood,several,all (less seeds),all (less seeds),,,,"No, because they did not provide the exact sample size for it site","Yes, email sent on 29 Jun 2013",,,,,,,,,
89,"Doxford, Simon W.; Ooi, Mark K. J.; Freckleton, Robert P., 2013",89.03,Galicia,Spain,"43° 13' 48"" N","08° 55' 48"" W",temperate,,138,,,,,grey dune (no perennials),1,experimental,density (0.2x0.2m plots),abundance,yes,no,NA,moss and lichen,moss and lichen,non-wood,several (such as Cladonia spp. Racomitrium spp. And Hyphum spp.),winter annuals,herb,herb,non-wood,several,all (less seeds),all (less seeds),,,,"No, because they did not provide the exact sample size for it site","Yes, email sent on 29 Jun 2013",,,,,,,,,
89,"Doxford, Simon W.; Ooi, Mark K. J.; Freckleton, Robert P., 2013",89.04,Aquitaine,France,"43° 34' 48"" N","01° 28' 48"" W",temperate,,114,,,,,grey dune (no perennials),1,experimental,density (0.2x0.2m plots),abundance,yes,no,NA,moss and lichen,moss and lichen,non-wood,several (such as Cladonia spp. Racomitrium spp. And Hyphum spp.),winter annuals,herb,herb,non-wood,several,all (less seeds),all (less seeds),,,,"No, because they did not provide the exact sample size for it site","Yes, email sent on 29 Jun 2013",,,,,,,,,
89,"Doxford, Simon W.; Ooi, Mark K. J.; Freckleton, Robert P., 2013",89.05,Vendee,France,"46° 23' 24"" N","01° 29' 24"" W",temperate,,56,,,,,grey dune (no perennials),1,experimental,density (0.2x0.2m plots),abundance,yes,no,NA,moss and lichen,moss and lichen,non-wood,several (such as Cladonia spp. Racomitrium spp. And Hyphum spp.),winter annuals,herb,herb,non-wood,several,all (less seeds),all (less seeds),,,,"No, because they did not provide the exact sample size for it site","Yes, email sent on 29 Jun 2013",,,,,,,,,
89,"Doxford, Simon W.; Ooi, Mark K. J.; Freckleton, Robert P., 2013",89.06,Bretagne,France,"47° 36' 00"" N","03° 08' 59"" W",temperate,,76,,,,,grey dune (no perennials),1,experimental,density (0.2x0.2m plots),abundance,yes,no,NA,moss and lichen,moss and lichen,non-wood,several (such as Cladonia spp. Racomitrium spp. And Hyphum spp.),winter annuals,herb,herb,non-wood,several,all (less seeds),all (less seeds),,,,"No, because they did not provide the exact sample size for it site","Yes, email sent on 29 Jun 2013",,,,,,,,,
89,"Doxford, Simon W.; Ooi, Mark K. J.; Freckleton, Robert P., 2013",89.07,Normandie,France,"49° 23' 59"" N","01° 49' 12"" W",temperate,,55,,,,,grey dune (no perennials),1,experimental,density (0.2x0.2m plots),abundance,yes,no,NA,moss and lichen,moss and lichen,non-wood,several (such as Cladonia spp. Racomitrium spp. And Hyphum spp.),winter annuals,herb,herb,non-wood,several,all (less seeds),all (less seeds),,,,"No, because they did not provide the exact sample size for it site","Yes, email sent on 29 Jun 2013",,,,,,,,,
89,"Doxford, Simon W.; Ooi, Mark K. J.; Freckleton, Robert P., 2013",89.08,Norfok,Reino Unido,"52° 58' 48"" N","00° 46' 12"" E",temperate,,50,,,,,grey dune (no perennials),1,experimental,density (0.2x0.2m plots),abundance,yes,no,NA,moss and lichen,moss and lichen,non-wood,several (such as Cladonia spp. Racomitrium spp. And Hyphum spp.),winter annuals,herb,herb,non-wood,several,all (less seeds),all (less seeds),,,,"No, because they did not provide the exact sample size for it site","Yes, email sent on 29 Jun 2013",,,,,,,,,
74,"Munoz Valles, Sara; Gallego Fernandez, Juan B.; Dellafiore, Claudia; Cambrolle, Jesus, 2011",74.1,Huelva,Spain,37° 12' N,07° 07' W,temperate,mediterranean,583,,,,,interior dunes,2,pattern,aboveground biomass,growth,no,maybe (correlative),"reduce extreme temperatures, conserve higher relative humidity and also enrich the soil with nutrients and MO",shrub,shrub,wood,Retama monosperma,several (herbs and wood mixed),mix,mix,mix,several (all understory plants=herbs and wood spp),several ,all (less seeds),positive,The effect of Retama monosperma was tested for the whole plant community. The measued above and belowground biomass but I decided pick up just one of them to avoid pseudoreplication for growth. I choose above because it is less prone to sampling losses.,,"No, because authors present the results of the test (anova) but in the graph they present de data separated by the samplings points. Althought it is not clear in the text I suppose they performed a mixed model and showed the results for each block. To use this data we need the MEAN and SD for each treatment (below canopy and gap).","YES, e-mail sent on 29 jun2013",,,,,,,,,
76,"Cushman, J. Hall; Lortie, Christopher J.; Christian, Caroline E., 2011",76.4,California,USA,38° 20' N,123° 03' W,temperate,mediterranean,,,,,,foredune,1,experimental,aboveground biomass,growth,no,yes,Protection from herbivores,grass,herb,non-wood,Ammophila arenaria,grass,herb,herb,non-wood,Ehrharta calycina,adult,adult,positive,,,YES,NO,YES,2.33,4.81,3.1,3.0,10,10,,
76,"Cushman, J. Hall; Lortie, Christopher J.; Christian, Caroline E., 2011",76.5,California,USA,38° 20' N,123° 03' W,temperate,mediterranean,,,,,,foredune,1,experimental,aboveground biomass,growth,no,yes,Protection from herbivores,shrub,shrub,wood,Baccharis pilularis,grass,herb,herb,non-wood,Ehrharta calycina,adult,adult,positive,,,YES,NO,YES,0.53,2.92,0.5,2.6,10,10,,
76,"Cushman, J. Hall; Lortie, Christopher J.; Christian, Caroline E., 2011",76.6,California,USA,38° 20' N,123° 03' W,temperate,mediterranean,,,,,,foredune,1,experimental,aboveground biomass,growth,no,yes,Protection from herbivores,herb,herb,non-wood,Carpobrotus edulis,grass,herb,herb,non-wood,Ehrharta calycina,adult,adult,neutral,,,YES,NO,YES,1.38,1.43,1.0,1.3,10,10,,
76,"Cushman, J. Hall; Lortie, Christopher J.; Christian, Caroline E., 2011",76.1,California,USA,38° 20' N,123° 03' W,temperate,mediterranean,,,,,,foredune,1,experimental,spikelets per plant,reproductive,no,yes,Protection from herbivores,grass,herb,non-wood,Ammophila arenaria,grass,grass,herb,non-wood,Ehrharta calycina,adult,adult,positive,,,YES,NO,YES,9.6,17.2,12.3,10.4,10,10,,
76,"Cushman, J. Hall; Lortie, Christopher J.; Christian, Caroline E., 2011",76.2,California,USA,38° 20' N,123° 03' W,temperate,mediterranean,,,,,,foredune,1,experimental,spikelets per plant,reproductive,no,yes,Protection from herbivores,shrub,shrub,wood,Baccharis pilularis,grass,grass,herb,non-wood,Ehrharta calycina,adult,adult,positive,,,YES,NO,YES,1.2,5.7,1.9,4.7,10,10,,
76,"Cushman, J. Hall; Lortie, Christopher J.; Christian, Caroline E., 2011",76.3,California,USA,38° 20' N,123° 03' W,temperate,mediterranean,,,,,,foredune,1,experimental,spikelets per plant,reproductive,no,yes,Protection from herbivores,herb,herb,non-wood,Carpobrotus edulis,grass,grass,herb,non-wood,Ehrharta calycina,adult,adult,positive,,,YES,NO,YES,3.5,8.1,5.4,7.9,10,10,,
89,"Doxford, Simon W.; Ooi, Mark K. J.; Freckleton, Robert P., 2013",89.09,Aveiro,Portugal,"40° 19' 12"" N","08° 50' 59"" W",temperate,,86,,,,,grey dune (no perennials),1,experimental,inflorescence number,reproductive,yes,no,NA,moss and lichen,moss and lichen,non-wood,several (such as Cladonia spp. Racomitrium spp. And Hyphum spp.),winter annuals,herb,herb,non-wood,several,adults,adult,neutral,,,"NO, they didn't provide exact N for each site","YES, e-mail sent on 29 jun2013",NO,,,,,,,,
